index,nrLayers,nrNodes,oddsSet1,edgeDegree1,edgeDegree2,edgeDegreeCross
112,8,556,0.232026,2.46002,1.96804,0.63329
113,8,556,0.232026,2.46002,1.96804,0.63329
114,8,556,0.232026,2.46002,1.96804,0.63329
115,4,963,0.252882,5.95299,2.88044,0.987118
116,4,963,0.252882,5.95299,2.88044,0.987118
117,4,963,0.252882,5.95299,2.88044,0.987118
118,4,963,0.252882,5.95299,2.88044,0.987118
119,4,963,0.252882,5.95299,2.88044,0.987118
120,7,886,0.27423,5.73328,1.88184,1.81453
121,7,886,0.27423,5.73328,1.88184,1.81453
122,7,886,0.27423,5.73328,1.88184,1.81453
123,7,886,0.27423,5.73328,1.88184,1.81453
124,7,886,0.27423,5.73328,1.88184,1.81453
125,4,1430,0.16386,5.77839,1.88346,1.53098
126,4,1430,0.16386,5.77839,1.88346,1.53098
127,4,1430,0.16386,5.77839,1.88346,1.53098
128,4,1430,0.16386,5.77839,1.88346,1.53098
129,4,1430,0.16386,5.77839,1.88346,1.53098
130,5,1181,0.2425,3.81984,1.23545,0.763678
131,5,1181,0.2425,3.81984,1.23545,0.763678
132,5,1181,0.2425,3.81984,1.23545,0.763678
133,5,1181,0.2425,3.81984,1.23545,0.763678
134,5,1181,0.2425,3.81984,1.23545,0.763678
135,8,909,0.169999,3.48055,1.35882,0.647008
136,8,909,0.169999,3.48055,1.35882,0.647008
137,8,909,0.169999,3.48055,1.35882,0.647008
138,8,909,0.169999,3.48055,1.35882,0.647008
139,8,909,0.169999,3.48055,1.35882,0.647008
140,4,1094,0.279132,3.923,1.79116,1.85648
141,4,1094,0.279132,3.923,1.79116,1.85648
142,4,1094,0.279132,3.923,1.79116,1.85648
143,4,1094,0.279132,3.923,1.79116,1.85648
144,4,1094,0.279132,3.923,1.79116,1.85648
145,8,1424,0.153811,4.62854,1.26023,1.006
146,8,1424,0.153811,4.62854,1.26023,1.006
147,8,1424,0.153811,4.62854,1.26023,1.006
148,8,1424,0.153811,4.62854,1.26023,1.006
149,8,1424,0.153811,4.62854,1.26023,1.006
150,7,1163,0.265182,5.70321,2.42844,1.28126
151,7,1163,0.265182,5.70321,2.42844,1.28126
152,7,1163,0.265182,5.70321,2.42844,1.28126
153,7,1163,0.265182,5.70321,2.42844,1.28126
154,7,1163,0.265182,5.70321,2.42844,1.28126
155,4,516,0.268605,4.49133,1.19448,1.24772
156,4,516,0.268605,4.49133,1.19448,1.24772
157,4,516,0.268605,4.49133,1.19448,1.24772
158,4,516,0.268605,4.49133,1.19448,1.24772
159,4,516,0.268605,4.49133,1.19448,1.24772
160,4,1546,0.167168,1.29932,1.47502,1.16958
161,4,1546,0.167168,1.29932,1.47502,1.16958
162,4,1546,0.167168,1.29932,1.47502,1.16958
163,4,1546,0.167168,1.29932,1.47502,1.16958
164,4,1546,0.167168,1.29932,1.47502,1.16958
165,5,1146,0.157443,2.39261,1.72667,1.21657
166,5,1146,0.157443,2.39261,1.72667,1.21657
167,5,1146,0.157443,2.39261,1.72667,1.21657
168,5,1146,0.157443,2.39261,1.72667,1.21657
169,5,1146,0.157443,2.39261,1.72667,1.21657
170,5,1019,0.165919,3.22261,1.88222,1.85022
171,5,1019,0.165919,3.22261,1.88222,1.85022
172,5,1019,0.165919,3.22261,1.88222,1.85022
173,5,1019,0.165919,3.22261,1.88222,1.85022
174,5,1019,0.165919,3.22261,1.88222,1.85022
175,7,1106,0.263402,1.2978,2.30002,1.88667
176,7,1106,0.263402,1.2978,2.30002,1.88667
177,7,1106,0.263402,1.2978,2.30002,1.88667
178,7,1106,0.263402,1.2978,2.30002,1.88667
179,7,1106,0.263402,1.2978,2.30002,1.88667
180,5,583,0.156494,1.47126,1.54456,0.740195
181,5,583,0.156494,1.47126,1.54456,0.740195
182,5,583,0.156494,1.47126,1.54456,0.740195
183,5,583,0.156494,1.47126,1.54456,0.740195
184,5,583,0.156494,1.47126,1.54456,0.740195
185,4,1297,0.275963,1.47192,2.85887,1.61325
186,4,1297,0.275963,1.47192,2.85887,1.61325
187,4,1297,0.275963,1.47192,2.85887,1.61325
188,4,1297,0.275963,1.47192,2.85887,1.61325
189,4,1297,0.275963,1.47192,2.85887,1.61325
190,7,719,0.296871,4.86765,1.3014,0.730174
191,7,719,0.296871,4.86765,1.3014,0.730174
192,7,719,0.296871,4.86765,1.3014,0.730174
193,7,719,0.296871,4.86765,1.3014,0.730174
194,7,719,0.296871,4.86765,1.3014,0.730174
195,8,1413,0.20017,1.28435,2.85476,0.960938
196,8,1413,0.20017,1.28435,2.85476,0.960938
197,8,1413,0.20017,1.28435,2.85476,0.960938
198,8,1413,0.20017,1.28435,2.85476,0.960938
199,8,1413,0.20017,1.28435,2.85476,0.960938
200,6,787,0.187198,3.97366,1.24055,1.29048
201,6,787,0.187198,3.97366,1.24055,1.29048
202,6,787,0.187198,3.97366,1.24055,1.29048
203,6,787,0.187198,3.97366,1.24055,1.29048
204,6,787,0.187198,3.97366,1.24055,1.29048
205,4,688,0.212999,3.80232,2.02823,1.17427
206,4,688,0.212999,3.80232,2.02823,1.17427
207,4,688,0.212999,3.80232,2.02823,1.17427
208,4,688,0.212999,3.80232,2.02823,1.17427
209,4,688,0.212999,3.80232,2.02823,1.17427
210,5,1025,0.26337,3.79549,2.91262,1.21834
211,5,1025,0.26337,3.79549,2.91262,1.21834
212,5,1025,0.26337,3.79549,2.91262,1.21834
213,5,1025,0.26337,3.79549,2.91262,1.21834
214,5,1025,0.26337,3.79549,2.91262,1.21834
215,4,1317,0.268597,5.84496,2.87491,1.26516
216,4,1317,0.268597,5.84496,2.87491,1.26516
217,4,1317,0.268597,5.84496,2.87491,1.26516
218,4,1317,0.268597,5.84496,2.87491,1.26516
219,4,1317,0.268597,5.84496,2.87491,1.26516
220,5,551,0.277807,3.06834,1.42264,1.13042
221,5,551,0.277807,3.06834,1.42264,1.13042
222,5,551,0.277807,3.06834,1.42264,1.13042
223,5,551,0.277807,3.06834,1.42264,1.13042
224,5,551,0.277807,3.06834,1.42264,1.13042
225,8,566,0.253056,3.2576,1.28502,0.931149
226,8,566,0.253056,3.2576,1.28502,0.931149
227,8,566,0.253056,3.2576,1.28502,0.931149
228,8,566,0.253056,3.2576,1.28502,0.931149
229,8,566,0.253056,3.2576,1.28502,0.931149
230,3,817,0.201739,4.83531,1.93482,0.946629
231,3,817,0.201739,4.83531,1.93482,0.946629
232,3,817,0.201739,4.83531,1.93482,0.946629
233,3,817,0.201739,4.83531,1.93482,0.946629
234,3,817,0.201739,4.83531,1.93482,0.946629
235,8,537,0.228741,5.89375,2.87464,1.0807
236,8,537,0.228741,5.89375,2.87464,1.0807
237,8,537,0.228741,5.89375,2.87464,1.0807
238,8,537,0.228741,5.89375,2.87464,1.0807
239,8,537,0.228741,5.89375,2.87464,1.0807
240,8,666,0.218005,3.31783,2.91616,0.622537
241,8,666,0.218005,3.31783,2.91616,0.622537
242,8,666,0.218005,3.31783,2.91616,0.622537
243,8,666,0.218005,3.31783,2.91616,0.622537
244,8,666,0.218005,3.31783,2.91616,0.622537
245,5,518,0.218125,5.78364,2.49324,0.885778
246,5,518,0.218125,5.78364,2.49324,0.885778
247,5,518,0.218125,5.78364,2.49324,0.885778
248,5,518,0.218125,5.78364,2.49324,0.885778
249,5,518,0.218125,5.78364,2.49324,0.885778
250,7,1249,0.199621,1.12564,2.55752,1.72574
251,7,1249,0.199621,1.12564,2.55752,1.72574
252,7,1249,0.199621,1.12564,2.55752,1.72574
253,7,1249,0.199621,1.12564,2.55752,1.72574
254,7,1249,0.199621,1.12564,2.55752,1.72574
255,4,596,0.16996,2.13729,2.11447,0.783592
256,4,596,0.16996,2.13729,2.11447,0.783592
257,4,596,0.16996,2.13729,2.11447,0.783592
258,4,596,0.16996,2.13729,2.11447,0.783592
259,4,596,0.16996,2.13729,2.11447,0.783592
260,7,600,0.247046,1.75444,2.35781,1.06711
261,7,600,0.247046,1.75444,2.35781,1.06711
262,7,600,0.247046,1.75444,2.35781,1.06711
263,7,600,0.247046,1.75444,2.35781,1.06711
264,7,600,0.247046,1.75444,2.35781,1.06711
265,7,408,0.29316,5.73513,2.96834,1.1948
266,7,408,0.29316,5.73513,2.96834,1.1948
267,7,408,0.29316,5.73513,2.96834,1.1948
268,7,408,0.29316,5.73513,2.96834,1.1948
269,7,408,0.29316,5.73513,2.96834,1.1948
270,4,488,0.203474,1.58917,1.05525,0.990599
271,4,488,0.203474,1.58917,1.05525,0.990599
272,4,488,0.203474,1.58917,1.05525,0.990599
273,4,488,0.203474,1.58917,1.05525,0.990599
274,4,488,0.203474,1.58917,1.05525,0.990599
275,7,929,0.21907,4.16848,2.65776,0.90346
276,7,929,0.21907,4.16848,2.65776,0.90346
277,7,929,0.21907,4.16848,2.65776,0.90346
278,7,929,0.21907,4.16848,2.65776,0.90346
279,7,929,0.21907,4.16848,2.65776,0.90346
280,5,1010,0.292534,3.68692,1.63041,1.67862
281,5,1010,0.292534,3.68692,1.63041,1.67862
282,5,1010,0.292534,3.68692,1.63041,1.67862
283,5,1010,0.292534,3.68692,1.63041,1.67862
284,5,1010,0.292534,3.68692,1.63041,1.67862
285,3,946,0.212915,2.77867,2.65544,1.30405
286,3,946,0.212915,2.77867,2.65544,1.30405
287,3,946,0.212915,2.77867,2.65544,1.30405
288,3,946,0.212915,2.77867,2.65544,1.30405
289,3,946,0.212915,2.77867,2.65544,1.30405
290,8,618,0.197771,3.97848,2.44858,0.987183
291,8,618,0.197771,3.97848,2.44858,0.987183
292,8,618,0.197771,3.97848,2.44858,0.987183
293,8,618,0.197771,3.97848,2.44858,0.987183
294,8,618,0.197771,3.97848,2.44858,0.987183
295,6,564,0.275818,5.40775,2.263,1.09059
296,6,564,0.275818,5.40775,2.263,1.09059
297,6,564,0.275818,5.40775,2.263,1.09059
298,6,564,0.275818,5.40775,2.263,1.09059
299,6,564,0.275818,5.40775,2.263,1.09059
300,3,1068,0.207892,4.82699,1.70569,1.59205
301,3,1068,0.207892,4.82699,1.70569,1.59205
302,3,1068,0.207892,4.82699,1.70569,1.59205
303,3,1068,0.207892,4.82699,1.70569,1.59205
304,3,1068,0.207892,4.82699,1.70569,1.59205
305,6,1463,0.254694,4.39287,1.11148,1.56471
306,6,1463,0.254694,4.39287,1.11148,1.56471
307,6,1463,0.254694,4.39287,1.11148,1.56471
308,6,1463,0.254694,4.39287,1.11148,1.56471
309,6,1463,0.254694,4.39287,1.11148,1.56471
310,8,833,0.267481,4.64473,2.71495,1.40294
311,8,833,0.267481,4.64473,2.71495,1.40294
312,8,833,0.267481,4.64473,2.71495,1.40294
313,8,833,0.267481,4.64473,2.71495,1.40294
314,8,833,0.267481,4.64473,2.71495,1.40294
315,6,1086,0.171974,2.05683,1.42207,1.50733
316,6,1086,0.171974,2.05683,1.42207,1.50733
317,6,1086,0.171974,2.05683,1.42207,1.50733
318,6,1086,0.171974,2.05683,1.42207,1.50733
319,6,1086,0.171974,2.05683,1.42207,1.50733
320,7,550,0.25469,4.96363,2.39552,1.94965
321,7,550,0.25469,4.96363,2.39552,1.94965
322,7,550,0.25469,4.96363,2.39552,1.94965
323,7,550,0.25469,4.96363,2.39552,1.94965
324,7,550,0.25469,4.96363,2.39552,1.94965
325,3,594,0.202314,3.24347,1.48624,0.998686
326,3,594,0.202314,3.24347,1.48624,0.998686
327,3,594,0.202314,3.24347,1.48624,0.998686
328,3,594,0.202314,3.24347,1.48624,0.998686
329,3,594,0.202314,3.24347,1.48624,0.998686
330,5,968,0.229944,5.40589,1.5709,1.37857
331,5,968,0.229944,5.40589,1.5709,1.37857
332,5,968,0.229944,5.40589,1.5709,1.37857
333,5,968,0.229944,5.40589,1.5709,1.37857
334,5,968,0.229944,5.40589,1.5709,1.37857
335,8,384,0.195074,1.4934,2.47692,0.711636
336,8,384,0.195074,1.4934,2.47692,0.711636
337,8,384,0.195074,1.4934,2.47692,0.711636
338,8,384,0.195074,1.4934,2.47692,0.711636
339,8,384,0.195074,1.4934,2.47692,0.711636
340,6,805,0.192415,3.06257,2.58406,0.609561
341,6,805,0.192415,3.06257,2.58406,0.609561
342,6,805,0.192415,3.06257,2.58406,0.609561
343,6,805,0.192415,3.06257,2.58406,0.609561
344,6,805,0.192415,3.06257,2.58406,0.609561
345,8,1473,0.283142,5.28878,1.9576,1.3711
346,8,1473,0.283142,5.28878,1.9576,1.3711
347,8,1473,0.283142,5.28878,1.9576,1.3711
348,8,1473,0.283142,5.28878,1.9576,1.3711
349,8,1473,0.283142,5.28878,1.9576,1.3711
350,6,378,0.273903,5.32052,2.92887,1.42325
351,6,378,0.273903,5.32052,2.92887,1.42325
352,6,378,0.273903,5.32052,2.92887,1.42325
353,6,378,0.273903,5.32052,2.92887,1.42325
354,6,378,0.273903,5.32052,2.92887,1.42325
355,3,644,0.202056,5.82859,2.32828,1.37446
356,3,644,0.202056,5.82859,2.32828,1.37446
357,3,644,0.202056,5.82859,2.32828,1.37446
358,3,644,0.202056,5.82859,2.32828,1.37446
359,3,644,0.202056,5.82859,2.32828,1.37446
360,3,909,0.285243,4.73255,2.73405,1.21441
361,3,909,0.285243,4.73255,2.73405,1.21441
362,3,909,0.285243,4.73255,2.73405,1.21441
363,3,909,0.285243,4.73255,2.73405,1.21441
364,3,909,0.285243,4.73255,2.73405,1.21441
365,4,928,0.200818,4.72596,1.90746,1.05052
366,4,928,0.200818,4.72596,1.90746,1.05052
367,4,928,0.200818,4.72596,1.90746,1.05052
368,4,928,0.200818,4.72596,1.90746,1.05052
369,4,928,0.200818,4.72596,1.90746,1.05052
370,6,1567,0.166887,4.26478,1.83773,0.865009
371,6,1567,0.166887,4.26478,1.83773,0.865009
372,6,1567,0.166887,4.26478,1.83773,0.865009
373,6,1567,0.166887,4.26478,1.83773,0.865009
374,6,1567,0.166887,4.26478,1.83773,0.865009
375,3,470,0.174532,4.36408,2.95542,1.62378
376,3,470,0.174532,4.36408,2.95542,1.62378
377,3,470,0.174532,4.36408,2.95542,1.62378
378,3,470,0.174532,4.36408,2.95542,1.62378
379,3,470,0.174532,4.36408,2.95542,1.62378
380,6,770,0.150843,3.03854,2.29415,1.5022
381,6,770,0.150843,3.03854,2.29415,1.5022
382,6,770,0.150843,3.03854,2.29415,1.5022
383,6,770,0.150843,3.03854,2.29415,1.5022
384,6,770,0.150843,3.03854,2.29415,1.5022
385,8,482,0.237331,3.81062,1.26702,1.92098
386,8,482,0.237331,3.81062,1.26702,1.92098
387,8,482,0.237331,3.81062,1.26702,1.92098
388,8,482,0.237331,3.81062,1.26702,1.92098
389,8,482,0.237331,3.81062,1.26702,1.92098
390,4,980,0.155297,4.87002,1.75909,0.72874
391,4,980,0.155297,4.87002,1.75909,0.72874
392,4,980,0.155297,4.87002,1.75909,0.72874
393,4,980,0.155297,4.87002,1.75909,0.72874
394,4,980,0.155297,4.87002,1.75909,0.72874
395,6,453,0.235906,2.25652,2.29147,1.81659
396,6,453,0.235906,2.25652,2.29147,1.81659
397,6,453,0.235906,2.25652,2.29147,1.81659
398,6,453,0.235906,2.25652,2.29147,1.81659
399,6,453,0.235906,2.25652,2.29147,1.81659
400,8,293,0.231949,4.67675,1.12732,1.8025
401,8,293,0.231949,4.67675,1.12732,1.8025
402,8,293,0.231949,4.67675,1.12732,1.8025
403,8,293,0.231949,4.67675,1.12732,1.8025
404,8,293,0.231949,4.67675,1.12732,1.8025
405,4,1323,0.205179,5.86034,1.08688,0.815854
406,4,1323,0.205179,5.86034,1.08688,0.815854
407,4,1323,0.205179,5.86034,1.08688,0.815854
408,4,1323,0.205179,5.86034,1.08688,0.815854
409,4,1323,0.205179,5.86034,1.08688,0.815854
410,8,303,0.269299,5.01915,2.73287,1.07704
411,8,303,0.269299,5.01915,2.73287,1.07704
412,8,303,0.269299,5.01915,2.73287,1.07704
413,8,303,0.269299,5.01915,2.73287,1.07704
414,8,303,0.269299,5.01915,2.73287,1.07704
415,6,1528,0.210937,2.53518,1.20839,1.63977
416,6,1528,0.210937,2.53518,1.20839,1.63977
417,6,1528,0.210937,2.53518,1.20839,1.63977
418,6,1528,0.210937,2.53518,1.20839,1.63977
419,6,1528,0.210937,2.53518,1.20839,1.63977
420,7,1497,0.233591,4.43249,2.94169,1.04457
421,7,1497,0.233591,4.43249,2.94169,1.04457
422,7,1497,0.233591,4.43249,2.94169,1.04457
423,7,1497,0.233591,4.43249,2.94169,1.04457
424,7,1497,0.233591,4.43249,2.94169,1.04457
425,5,1242,0.266573,5.20344,1.56353,0.760459
426,5,1242,0.266573,5.20344,1.56353,0.760459
427,5,1242,0.266573,5.20344,1.56353,0.760459
428,5,1242,0.266573,5.20344,1.56353,0.760459
429,5,1242,0.266573,5.20344,1.56353,0.760459
430,5,457,0.23562,1.1464,2.62473,1.08799
431,5,457,0.23562,1.1464,2.62473,1.08799
432,5,457,0.23562,1.1464,2.62473,1.08799
433,5,457,0.23562,1.1464,2.62473,1.08799
434,5,457,0.23562,1.1464,2.62473,1.08799
435,4,1170,0.160622,2.02113,2.31244,1.56347
436,4,1170,0.160622,2.02113,2.31244,1.56347
437,4,1170,0.160622,2.02113,2.31244,1.56347
438,4,1170,0.160622,2.02113,2.31244,1.56347
439,4,1170,0.160622,2.02113,2.31244,1.56347
440,5,782,0.179132,5.05677,1.3194,1.81204
441,5,782,0.179132,5.05677,1.3194,1.81204
442,5,782,0.179132,5.05677,1.3194,1.81204
443,5,782,0.179132,5.05677,1.3194,1.81204
444,5,782,0.179132,5.05677,1.3194,1.81204
445,7,1186,0.160834,5.07516,1.73275,1.19998
446,7,1186,0.160834,5.07516,1.73275,1.19998
447,7,1186,0.160834,5.07516,1.73275,1.19998
448,7,1186,0.160834,5.07516,1.73275,1.19998
449,7,1186,0.160834,5.07516,1.73275,1.19998
450,5,943,0.283864,1.08134,2.21495,1.61913
451,5,943,0.283864,1.08134,2.21495,1.61913
452,5,943,0.283864,1.08134,2.21495,1.61913
453,5,943,0.283864,1.08134,2.21495,1.61913
454,5,943,0.283864,1.08134,2.21495,1.61913
455,6,1504,0.294791,2.45373,1.52971,0.67482
456,6,1504,0.294791,2.45373,1.52971,0.67482
457,6,1504,0.294791,2.45373,1.52971,0.67482
458,6,1504,0.294791,2.45373,1.52971,0.67482
459,6,1504,0.294791,2.45373,1.52971,0.67482
460,5,1086,0.21423,3.96726,1.8276,1.95004
461,5,1086,0.21423,3.96726,1.8276,1.95004
462,5,1086,0.21423,3.96726,1.8276,1.95004
463,5,1086,0.21423,3.96726,1.8276,1.95004
464,5,1086,0.21423,3.96726,1.8276,1.95004
465,6,1434,0.16586,4.46037,1.21267,1.20858
466,6,1434,0.16586,4.46037,1.21267,1.20858
467,6,1434,0.16586,4.46037,1.21267,1.20858
468,6,1434,0.16586,4.46037,1.21267,1.20858
469,6,1434,0.16586,4.46037,1.21267,1.20858
470,5,796,0.285758,1.25561,1.45524,0.917964
471,5,796,0.285758,1.25561,1.45524,0.917964
472,5,796,0.285758,1.25561,1.45524,0.917964
473,5,796,0.285758,1.25561,1.45524,0.917964
474,5,796,0.285758,1.25561,1.45524,0.917964
475,7,1282,0.287847,3.12764,1.08057,1.51798
476,7,1282,0.287847,3.12764,1.08057,1.51798
477,7,1282,0.287847,3.12764,1.08057,1.51798
478,7,1282,0.287847,3.12764,1.08057,1.51798
479,7,1282,0.287847,3.12764,1.08057,1.51798
480,8,1395,0.280948,4.27317,2.42302,1.28598
481,8,1395,0.280948,4.27317,2.42302,1.28598
482,8,1395,0.280948,4.27317,2.42302,1.28598
483,8,1395,0.280948,4.27317,2.42302,1.28598
484,8,1395,0.280948,4.27317,2.42302,1.28598
485,3,1207,0.181622,3.1279,2.81147,0.815796
486,3,1207,0.181622,3.1279,2.81147,0.815796
487,3,1207,0.181622,3.1279,2.81147,0.815796
488,3,1207,0.181622,3.1279,2.81147,0.815796
489,3,1207,0.181622,3.1279,2.81147,0.815796
490,7,1276,0.155116,2.03653,2.44697,1.97186
491,7,1276,0.155116,2.03653,2.44697,1.97186
492,7,1276,0.155116,2.03653,2.44697,1.97186
493,7,1276,0.155116,2.03653,2.44697,1.97186
494,7,1276,0.155116,2.03653,2.44697,1.97186
495,6,1317,0.197606,4.94141,2.12682,0.946923
496,6,1317,0.197606,4.94141,2.12682,0.946923
497,6,1317,0.197606,4.94141,2.12682,0.946923
498,6,1317,0.197606,4.94141,2.12682,0.946923
499,6,1317,0.197606,4.94141,2.12682,0.946923
500,5,246,0.285114,1.02387,1.30332,0.695893
501,5,246,0.285114,1.02387,1.30332,0.695893
502,5,246,0.285114,1.02387,1.30332,0.695893
503,5,246,0.285114,1.02387,1.30332,0.695893
504,5,246,0.285114,1.02387,1.30332,0.695893
505,6,1000,0.258007,3.6822,2.98172,1.76235
506,6,1000,0.258007,3.6822,2.98172,1.76235
507,6,1000,0.258007,3.6822,2.98172,1.76235
508,6,1000,0.258007,3.6822,2.98172,1.76235
509,6,1000,0.258007,3.6822,2.98172,1.76235
510,6,1023,0.242485,5.71107,1.77822,1.38835
511,6,1023,0.242485,5.71107,1.77822,1.38835
512,6,1023,0.242485,5.71107,1.77822,1.38835
513,6,1023,0.242485,5.71107,1.77822,1.38835
514,6,1023,0.242485,5.71107,1.77822,1.38835
515,8,434,0.158897,5.17542,2.6176,0.777275
516,8,434,0.158897,5.17542,2.6176,0.777275
517,8,434,0.158897,5.17542,2.6176,0.777275
518,8,434,0.158897,5.17542,2.6176,0.777275
519,8,434,0.158897,5.17542,2.6176,0.777275
520,3,1309,0.25062,5.82263,1.65846,1.65742
521,3,1309,0.25062,5.82263,1.65846,1.65742
522,3,1309,0.25062,5.82263,1.65846,1.65742
523,3,1309,0.25062,5.82263,1.65846,1.65742
524,3,1309,0.25062,5.82263,1.65846,1.65742
525,4,210,0.234648,5.81992,1.06489,0.799995
