index,nrLayers,nrNodes,oddsSet1,edgeDegree1,edgeDegree2,edgeDegreeCross
225,8,529,0.489218,6.26449,1.51509,2.45901
226,8,529,0.489218,6.26449,1.51509,2.45901
227,8,529,0.489218,6.26449,1.51509,2.45901
228,8,529,0.489218,6.26449,1.51509,2.45901
229,8,529,0.489218,6.26449,1.51509,2.45901
230,7,627,0.376074,1.82189,1.74457,2.03728
231,7,627,0.376074,1.82189,1.74457,2.03728
232,7,627,0.376074,1.82189,1.74457,2.03728
233,7,627,0.376074,1.82189,1.74457,2.03728
234,7,627,0.376074,1.82189,1.74457,2.03728
235,9,448,0.306523,6.93008,3.81767,0.755708
236,9,448,0.306523,6.93008,3.81767,0.755708
237,9,448,0.306523,6.93008,3.81767,0.755708
238,9,448,0.306523,6.93008,3.81767,0.755708
239,9,448,0.306523,6.93008,3.81767,0.755708
240,8,2460,0.493811,3.7762,1.74441,2.37433
241,8,2460,0.493811,3.7762,1.74441,2.37433
242,8,2460,0.493811,3.7762,1.74441,2.37433
243,8,2460,0.493811,3.7762,1.74441,2.37433
244,8,2460,0.493811,3.7762,1.74441,2.37433
245,10,2158,0.325098,2.4501,5.98248,2.83819
246,10,2158,0.325098,2.4501,5.98248,2.83819
247,10,2158,0.325098,2.4501,5.98248,2.83819
248,10,2158,0.325098,2.4501,5.98248,2.83819
249,10,2158,0.325098,2.4501,5.98248,2.83819
250,6,2365,0.429077,6.41809,2.20951,2.12103
251,6,2365,0.429077,6.41809,2.20951,2.12103
252,6,2365,0.429077,6.41809,2.20951,2.12103
253,6,2365,0.429077,6.41809,2.20951,2.12103
254,6,2365,0.429077,6.41809,2.20951,2.12103
255,4,2042,0.494716,1.54956,1.03035,3.28072
256,4,2042,0.494716,1.54956,1.03035,3.28072
257,4,2042,0.494716,1.54956,1.03035,3.28072
258,4,2042,0.494716,1.54956,1.03035,3.28072
259,4,2042,0.494716,1.54956,1.03035,3.28072
260,8,2117,0.354246,4.4263,1.68345,2.44984
261,8,2117,0.354246,4.4263,1.68345,2.44984
262,8,2117,0.354246,4.4263,1.68345,2.44984
263,8,2117,0.354246,4.4263,1.68345,2.44984
264,8,2117,0.354246,4.4263,1.68345,2.44984
265,4,569,0.46741,6.78649,3.44623,1.00143
266,4,569,0.46741,6.78649,3.44623,1.00143
267,4,569,0.46741,6.78649,3.44623,1.00143
268,4,569,0.46741,6.78649,3.44623,1.00143
269,4,569,0.46741,6.78649,3.44623,1.00143
270,8,2268,0.402446,8.08077,2.09593,0.967018
271,8,2268,0.402446,8.08077,2.09593,0.967018
272,8,2268,0.402446,8.08077,2.09593,0.967018
273,8,2268,0.402446,8.08077,2.09593,0.967018
274,8,2268,0.402446,8.08077,2.09593,0.967018
275,9,236,0.361492,5.09418,5.7735,1.03485
276,9,236,0.361492,5.09418,5.7735,1.03485
277,9,236,0.361492,5.09418,5.7735,1.03485
278,9,236,0.361492,5.09418,5.7735,1.03485
279,9,236,0.361492,5.09418,5.7735,1.03485
280,3,664,0.409655,1.64088,4.70645,2.312
281,3,664,0.409655,1.64088,4.70645,2.312
282,3,664,0.409655,1.64088,4.70645,2.312
283,3,664,0.409655,1.64088,4.70645,2.312
284,3,664,0.409655,1.64088,4.70645,2.312
285,5,2131,0.336733,1.03576,3.11065,1.26506
286,5,2131,0.336733,1.03576,3.11065,1.26506
287,5,2131,0.336733,1.03576,3.11065,1.26506
288,5,2131,0.336733,1.03576,3.11065,1.26506
289,5,2131,0.336733,1.03576,3.11065,1.26506
290,7,1939,0.321606,2.62112,2.91028,2.0369
291,7,1939,0.321606,2.62112,2.91028,2.0369
292,7,1939,0.321606,2.62112,2.91028,2.0369
293,7,1939,0.321606,2.62112,2.91028,2.0369
294,7,1939,0.321606,2.62112,2.91028,2.0369
295,10,1965,0.476357,8.67435,1.37439,2.60726
296,10,1965,0.476357,8.67435,1.37439,2.60726
297,10,1965,0.476357,8.67435,1.37439,2.60726
298,10,1965,0.476357,8.67435,1.37439,2.60726
299,10,1965,0.476357,8.67435,1.37439,2.60726
300,9,812,0.378695,9.88525,4.67485,2.7534
301,9,812,0.378695,9.88525,4.67485,2.7534
302,9,812,0.378695,9.88525,4.67485,2.7534
303,9,812,0.378695,9.88525,4.67485,2.7534
304,9,812,0.378695,9.88525,4.67485,2.7534
305,8,795,0.37115,2.31026,4.23278,0.6605
306,8,795,0.37115,2.31026,4.23278,0.6605
307,8,795,0.37115,2.31026,4.23278,0.6605
308,8,795,0.37115,2.31026,4.23278,0.6605
309,8,795,0.37115,2.31026,4.23278,0.6605
310,9,2390,0.34726,4.18329,5.27268,1.20124
311,9,2390,0.34726,4.18329,5.27268,1.20124
312,9,2390,0.34726,4.18329,5.27268,1.20124
313,9,2390,0.34726,4.18329,5.27268,1.20124
314,9,2390,0.34726,4.18329,5.27268,1.20124
315,9,1782,0.493986,8.55621,3.6125,0.733777
316,9,1782,0.493986,8.55621,3.6125,0.733777
317,9,1782,0.493986,8.55621,3.6125,0.733777
318,9,1782,0.493986,8.55621,3.6125,0.733777
319,9,1782,0.493986,8.55621,3.6125,0.733777
320,6,860,0.401574,6.38566,4.48043,1.00772
321,6,860,0.401574,6.38566,4.48043,1.00772
322,6,860,0.401574,6.38566,4.48043,1.00772
323,6,860,0.401574,6.38566,4.48043,1.00772
324,6,860,0.401574,6.38566,4.48043,1.00772
325,3,261,0.356353,4.9963,1.20056,0.725989
326,3,261,0.356353,4.9963,1.20056,0.725989
327,3,261,0.356353,4.9963,1.20056,0.725989
328,3,261,0.356353,4.9963,1.20056,0.725989
329,3,261,0.356353,4.9963,1.20056,0.725989
330,4,1691,0.361061,4.07325,4.83146,1.38432
331,4,1691,0.361061,4.07325,4.83146,1.38432
332,4,1691,0.361061,4.07325,4.83146,1.38432
333,4,1691,0.361061,4.07325,4.83146,1.38432
334,4,1691,0.361061,4.07325,4.83146,1.38432
335,9,1369,0.427158,1.2504,4.37342,0.814273
336,9,1369,0.427158,1.2504,4.37342,0.814273
337,9,1369,0.427158,1.2504,4.37342,0.814273
338,9,1369,0.427158,1.2504,4.37342,0.814273
339,9,1369,0.427158,1.2504,4.37342,0.814273
340,4,2119,0.322928,8.17966,2.5126,1.50007
341,4,2119,0.322928,8.17966,2.5126,1.50007
342,4,2119,0.322928,8.17966,2.5126,1.50007
343,4,2119,0.322928,8.17966,2.5126,1.50007
344,4,2119,0.322928,8.17966,2.5126,1.50007
345,8,705,0.478295,2.83661,4.77288,1.12718
346,8,705,0.478295,2.83661,4.77288,1.12718
347,8,705,0.478295,2.83661,4.77288,1.12718
348,8,705,0.478295,2.83661,4.77288,1.12718
349,8,705,0.478295,2.83661,4.77288,1.12718
350,9,1469,0.372693,5.94216,4.57658,0.731724
351,9,1469,0.372693,5.94216,4.57658,0.731724
352,9,1469,0.372693,5.94216,4.57658,0.731724
353,9,1469,0.372693,5.94216,4.57658,0.731724
354,9,1469,0.372693,5.94216,4.57658,0.731724
355,5,1921,0.370348,6.46167,3.27388,2.9596
356,5,1921,0.370348,6.46167,3.27388,2.9596
357,5,1921,0.370348,6.46167,3.27388,2.9596
358,5,1921,0.370348,6.46167,3.27388,2.9596
359,5,1921,0.370348,6.46167,3.27388,2.9596
360,9,966,0.475695,9.57358,1.64455,1.83703
361,9,966,0.475695,9.57358,1.64455,1.83703
362,9,966,0.475695,9.57358,1.64455,1.83703
363,9,966,0.475695,9.57358,1.64455,1.83703
364,9,966,0.475695,9.57358,1.64455,1.83703
365,7,133,0.386399,9.64754,5.20259,1.65571
366,7,133,0.386399,9.64754,5.20259,1.65571
367,7,133,0.386399,9.64754,5.20259,1.65571
368,7,133,0.386399,9.64754,5.20259,1.65571
369,7,133,0.386399,9.64754,5.20259,1.65571
370,5,1680,0.443299,5.10365,4.33994,1.66275
371,5,1680,0.443299,5.10365,4.33994,1.66275
372,5,1680,0.443299,5.10365,4.33994,1.66275
373,5,1680,0.443299,5.10365,4.33994,1.66275
374,5,1680,0.443299,5.10365,4.33994,1.66275
375,8,104,0.364978,6.89154,4.96354,2.8806
376,8,104,0.364978,6.89154,4.96354,2.8806
377,8,104,0.364978,6.89154,4.96354,2.8806
378,8,104,0.364978,6.89154,4.96354,2.8806
379,8,104,0.364978,6.89154,4.96354,2.8806
380,7,1109,0.347531,4.70001,4.27653,1.19255
381,7,1109,0.347531,4.70001,4.27653,1.19255
382,7,1109,0.347531,4.70001,4.27653,1.19255
383,7,1109,0.347531,4.70001,4.27653,1.19255
384,7,1109,0.347531,4.70001,4.27653,1.19255
385,9,1324,0.314769,4.02792,3.22864,2.80437
386,9,1324,0.314769,4.02792,3.22864,2.80437
387,9,1324,0.314769,4.02792,3.22864,2.80437
388,9,1324,0.314769,4.02792,3.22864,2.80437
389,9,1324,0.314769,4.02792,3.22864,2.80437
390,8,1275,0.410634,5.98219,3.36616,1.60309
391,8,1275,0.410634,5.98219,3.36616,1.60309
392,8,1275,0.410634,5.98219,3.36616,1.60309
393,8,1275,0.410634,5.98219,3.36616,1.60309
394,8,1275,0.410634,5.98219,3.36616,1.60309
395,10,486,0.395744,3.29124,2.37513,0.843434
396,10,486,0.395744,3.29124,2.37513,0.843434
397,10,486,0.395744,3.29124,2.37513,0.843434
398,10,486,0.395744,3.29124,2.37513,0.843434
399,10,486,0.395744,3.29124,2.37513,0.843434
400,3,226,0.495469,1.48419,5.73476,3.24233
401,3,226,0.495469,1.48419,5.73476,3.24233
402,3,226,0.495469,1.48419,5.73476,3.24233
403,3,226,0.495469,1.48419,5.73476,3.24233
404,3,226,0.495469,1.48419,5.73476,3.24233
405,7,397,0.455855,5.17504,5.02034,1.99818
406,7,397,0.455855,5.17504,5.02034,1.99818
407,7,397,0.455855,5.17504,5.02034,1.99818
408,7,397,0.455855,5.17504,5.02034,1.99818
409,7,397,0.455855,5.17504,5.02034,1.99818
410,10,2068,0.38063,9.71662,5.46511,2.29237
411,10,2068,0.38063,9.71662,5.46511,2.29237
412,10,2068,0.38063,9.71662,5.46511,2.29237
413,10,2068,0.38063,9.71662,5.46511,2.29237
414,10,2068,0.38063,9.71662,5.46511,2.29237
415,5,798,0.467316,6.52191,5.92051,0.893671
416,5,798,0.467316,6.52191,5.92051,0.893671
417,5,798,0.467316,6.52191,5.92051,0.893671
418,5,798,0.467316,6.52191,5.92051,0.893671
419,5,798,0.467316,6.52191,5.92051,0.893671
420,7,1703,0.445633,7.06627,2.95777,1.71856
421,7,1703,0.445633,7.06627,2.95777,1.71856
422,7,1703,0.445633,7.06627,2.95777,1.71856
423,7,1703,0.445633,7.06627,2.95777,1.71856
424,7,1703,0.445633,7.06627,2.95777,1.71856
425,10,944,0.479092,2.10112,2.07563,1.08519
426,10,944,0.479092,2.10112,2.07563,1.08519
427,10,944,0.479092,2.10112,2.07563,1.08519
428,10,944,0.479092,2.10112,2.07563,1.08519
429,10,944,0.479092,2.10112,2.07563,1.08519
430,4,2101,0.35949,2.28289,2.41095,2.38567
431,4,2101,0.35949,2.28289,2.41095,2.38567
432,4,2101,0.35949,2.28289,2.41095,2.38567
433,4,2101,0.35949,2.28289,2.41095,2.38567
434,4,2101,0.35949,2.28289,2.41095,2.38567
435,9,2097,0.32866,6.4089,1.5669,3.26172
436,9,2097,0.32866,6.4089,1.5669,3.26172
437,9,2097,0.32866,6.4089,1.5669,3.26172
438,9,2097,0.32866,6.4089,1.5669,3.26172
439,9,2097,0.32866,6.4089,1.5669,3.26172
440,8,1872,0.335557,5.02735,2.06407,1.21416
441,8,1872,0.335557,5.02735,2.06407,1.21416
442,8,1872,0.335557,5.02735,2.06407,1.21416
443,8,1872,0.335557,5.02735,2.06407,1.21416
444,8,1872,0.335557,5.02735,2.06407,1.21416
445,5,1362,0.443226,8.82332,1.05301,2.60653
446,5,1362,0.443226,8.82332,1.05301,2.60653
447,5,1362,0.443226,8.82332,1.05301,2.60653
448,5,1362,0.443226,8.82332,1.05301,2.60653
449,5,1362,0.443226,8.82332,1.05301,2.60653
450,10,1049,0.430513,8.95427,1.98262,2.67432
451,10,1049,0.430513,8.95427,1.98262,2.67432
452,10,1049,0.430513,8.95427,1.98262,2.67432
453,10,1049,0.430513,8.95427,1.98262,2.67432
454,10,1049,0.430513,8.95427,1.98262,2.67432
455,8,496,0.308931,9.9881,4.05803,1.502
456,8,496,0.308931,9.9881,4.05803,1.502
457,8,496,0.308931,9.9881,4.05803,1.502
458,8,496,0.308931,9.9881,4.05803,1.502
459,8,496,0.308931,9.9881,4.05803,1.502
460,9,1045,0.346718,1.59825,3.62394,0.843524
461,9,1045,0.346718,1.59825,3.62394,0.843524
462,9,1045,0.346718,1.59825,3.62394,0.843524
463,9,1045,0.346718,1.59825,3.62394,0.843524
464,9,1045,0.346718,1.59825,3.62394,0.843524
465,10,2445,0.405061,4.41742,2.48237,2.48814
466,10,2445,0.405061,4.41742,2.48237,2.48814
467,10,2445,0.405061,4.41742,2.48237,2.48814
468,10,2445,0.405061,4.41742,2.48237,2.48814
469,10,2445,0.405061,4.41742,2.48237,2.48814
470,9,364,0.388422,5.37534,2.53713,0.650052
471,9,364,0.388422,5.37534,2.53713,0.650052
472,9,364,0.388422,5.37534,2.53713,0.650052
473,9,364,0.388422,5.37534,2.53713,0.650052
474,9,364,0.388422,5.37534,2.53713,0.650052
475,5,1950,0.44105,5.13087,3.03284,2.57999
476,5,1950,0.44105,5.13087,3.03284,2.57999
477,5,1950,0.44105,5.13087,3.03284,2.57999
478,5,1950,0.44105,5.13087,3.03284,2.57999
479,5,1950,0.44105,5.13087,3.03284,2.57999
480,4,148,0.483822,6.6507,4.00233,1.42448
481,4,148,0.483822,6.6507,4.00233,1.42448
482,4,148,0.483822,6.6507,4.00233,1.42448
483,4,148,0.483822,6.6507,4.00233,1.42448
484,4,148,0.483822,6.6507,4.00233,1.42448
485,6,1080,0.465313,9.65625,5.03013,2.6722
486,6,1080,0.465313,9.65625,5.03013,2.6722
487,6,1080,0.465313,9.65625,5.03013,2.6722
488,6,1080,0.465313,9.65625,5.03013,2.6722
489,6,1080,0.465313,9.65625,5.03013,2.6722
490,3,1094,0.437416,6.68879,5.02718,1.57098
491,3,1094,0.437416,6.68879,5.02718,1.57098
492,3,1094,0.437416,6.68879,5.02718,1.57098
493,3,1094,0.437416,6.68879,5.02718,1.57098
494,3,1094,0.437416,6.68879,5.02718,1.57098
495,5,114,0.438735,1.39575,3.69114,1.22674
496,5,114,0.438735,1.39575,3.69114,1.22674
497,5,114,0.438735,1.39575,3.69114,1.22674
498,5,114,0.438735,1.39575,3.69114,1.22674
499,5,114,0.438735,1.39575,3.69114,1.22674
500,10,347,0.376728,6.48774,4.74527,0.660195
501,10,347,0.376728,6.48774,4.74527,0.660195
502,10,347,0.376728,6.48774,4.74527,0.660195
503,10,347,0.376728,6.48774,4.74527,0.660195
504,10,347,0.376728,6.48774,4.74527,0.660195
505,6,2454,0.394595,6.13717,1.44828,1.75027
506,6,2454,0.394595,6.13717,1.44828,1.75027
507,6,2454,0.394595,6.13717,1.44828,1.75027
508,6,2454,0.394595,6.13717,1.44828,1.75027
509,6,2454,0.394595,6.13717,1.44828,1.75027
510,5,102,0.499448,6.55227,5.64407,0.771424
511,5,102,0.499448,6.55227,5.64407,0.771424
512,5,102,0.499448,6.55227,5.64407,0.771424
513,5,102,0.499448,6.55227,5.64407,0.771424
514,5,102,0.499448,6.55227,5.64407,0.771424
515,7,2344,0.49111,7.67943,3.62828,0.668838
516,7,2344,0.49111,7.67943,3.62828,0.668838
517,7,2344,0.49111,7.67943,3.62828,0.668838
518,7,2344,0.49111,7.67943,3.62828,0.668838
519,7,2344,0.49111,7.67943,3.62828,0.668838
520,5,295,0.437166,9.81583,4.89791,3.09787
521,5,295,0.437166,9.81583,4.89791,3.09787
